npi,state,city,zip_code,street_address,street_address_2,phone,organization_name,accepts_medicare,accepts_medicaid,is_valid_record,filter_combination,ingestion_timestamp,load_id,record_id
1013902550,NY,STATEN ISLAND,103102512,584 FOREST AVE,,7182263224,PHYSICIANS OF UNIVERSITY HOSPITAL PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1013902550_NY_217
1073771556,NY,STATEN ISLAND,103123845,4434 AMBOY RD,,7189849658,"AMBOY MEDICAL PRACTICE, P.C.",True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1073771556_NY_987
1043298052,NY,BRONX,104534303,2015 GRAND CONCOURSE,,7182997295,BRONX MEDICAL PRACTICE PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1043298052_NY_522
1063743169,NY,BRONX,104534303,2015 GRAND CONCOURSE,,7182997295,BRONX MEDICAL PRACTICE PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1063743169_NY_846
1063750651,NY,BRONX,104534303,2015 GRAND CONCOURSE,,7182997295,BRONX MEDICAL PRACTICE PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1063750651_NY_847
1073006078,NY,BRONX,104534304,2021 GRAND CONCOURSE,,7182202020,UNION COMMUNITY HEALTH CENTER INC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1073006078_NY_876
1033768817,NY,BRONX,104534404,1953 UNIVERSITY AVE,,7187656054,GRIFFIN MYERS MEDICAL PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1033768817_NY_469
1023161056,NY,BRONX,104542110,545 E 142ND ST,,7185794000,NEW YORK CITY HEALTH AND HOSPITALS CORPORATION,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1023161056_NY_299
1003016353,NY,BRONX,104572545,4422 3RD AVE,,7189606214,SBH PHYSICIANS PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1003016353_NY_0
1043870538,NY,BRONX,104572545,4422 3RD AVE,,7189606214,SBH PHYSICIANS PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1043870538_NY_611
1023119039,NY,BRONX,104574727,593 E TREMONT AVE,,7182992900,INTERMED CARE PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1023119039_NY_293
1003437690,NY,BRONX,104577606,1650 GRAND CONCOURSE,,7189927669,BRONXCARE HEALTH SYSTEM,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1003437690_NY_76
1013582873,NY,BRONX,104577606,1650 GRAND CONCOURSE,,7189927669,BRONXCARE HEALTH SYSTEM,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1013582873_NY_210
1043313190,NY,BRONX,104581263,3130 GRAND CONCOURSE,,,CONCOURSE CARDIOLOGY ASSOCIATES P.C,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1043313190_NY_529
1033290242,NY,BRONX,104585049,625 E FORDHAM RD,,7189331900,MEDALLIANCE MEDICAL HEALTH SERVICES INC,False,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1033290242_NY_409
1073006078,NY,BRONX,104585302,260 E 188TH ST,,7186188236,UNION COMMUNITY HEALTH CENTER INC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1073006078_NY_877
1043236466,NY,BRONX,104586903,2336 GRAND CONCOURSE,,7182200439,WELLCARE OF BX MEDICAL PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1043236466_NY_491
1003178765,NY,BRONX,104611604,1927 WILLIAMSBRIDGE RD,,,PERSONAL TOUCH MEDICAL OF THROGS NECK REHABILITATION AND PHYSICAL MED,False,False,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1003178765_NY_33
1033497698,NY,BRONX,104612755,34 MARCONI ST,SUITE 110,8004246589,KIDNEY MEDICAL ASSOCIATES PLLC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1033497698_NY_431
1003112251,NY,BRONX,104627502,1480 E AVE,,9737138623,STARLING DIAGNOSTICS LLC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1003112251_NY_25
1003832627,NY,BRONX,104631815,3751 RIVERDALE AVE,,9146392067,RLD MEDICAL SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1003832627_NY_92
1033219571,NY,BRONX,104631815,3751 RIVERDALE AVE,,9146392067,RLD MEDICAL SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1033219571_NY_397
1043295413,NY,BRONX,104724904,1268 WHITE PLAINS RD,,5166688930,NYC COMMUNITY MEDICAL CARE,False,False,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1043295413_NY_521
1013176718,NY,CARMEL,105123997,670 STONELEIGH AVE,,9724490540,ACCESS TELECARE PLLC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1013176718_NY_158
1053699694,NY,CARMEL,105123997,670 STONELEIGH AVE,,9724490540,ACCESS TELECARE PLLC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1053699694_NY_721
1073611414,NY,COLD SPRING,105162619,1756 ROUTE 9D,SUITE 101,8452651006,THE WESTCHESTER MEDICAL PRACTICE PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1073611414_NY_952
1063594760,NY,CROTON ON HUDSON,105202654,35 S RIVERSIDE AVE,SUITE 101,9142712400,THE WESTCHESTER MEDICAL PRACTICE PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1063594760_NY_831
1063918290,NY,HARRIS,10528,550 MAMAONECK AVE,,9147238100,WHITE PLAINS PHYSICIAN SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1063918290_NY_872
1003914573,NY,HARRISON,105281635,600 MAMARONECK AVE,,9147238100,WHITE PLAINS PHYSICIAN SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1003914573_NY_120
1053419648,NY,HARRISON,105281635,600 MAMARONECK AVE,,9147238100,WHITE PLAINS PHYSICIAN SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1053419648_NY_684
1063073930,NY,HARRISON,105281635,600 MAMARONECK AVE,,9147238100,WHITE PLAINS PHYSICIAN SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1063073930_NY_764
1073689055,NY,HARRISON,105281635,600 MAMARONECK AVE,,9147238100,WHITE PLAINS PHYSICIAN SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1073689055_NY_968
1003924077,NY,KATONAH,105363447,60 GOLDENS BRIDGE RD,,9142419026,WESTCHESTER HEALTH MEDICAL PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1003924077_NY_122
1043579527,NY,MOUNT VERNON,105502682,105 STEVENS AVE,SUITE 208,9146997645,SHARMA AND SHARMA MEDICAL PLLC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1043579527_NY_580
1053649418,NY,PEEKSKILL,105662913,1037 MAIN ST,,9147348800,SUN RIVER HEALTH INC.,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1053649418_NY_714
1013479534,NY,CORTLANDT MANOR,105674144,1980 CROMPOND RD,,9147379000,THE WESTCHESTER MEDICAL PRACTICE PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1013479534_NY_199
1023019809,NY,CORTLANDT MANOR,105674144,1980 CROMPOND RD,,9142938670,THE WESTCHESTER MEDICAL PRACTICE PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1023019809_NY_250
1053579888,NY,CORTLANDT MANOR,105674144,1980 CROMPOND RD,,9142938670,THE WESTCHESTER MEDICAL PRACTICE PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1053579888_NY_712
1063740819,NY,CORTLANDT MANOR,105674144,1980 CROMPOND RD,,9147343600,THE WESTCHESTER MEDICAL PRACTICE PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1063740819_NY_845
1053382978,NY,RYE BROOK,105732811,90 S RIDGE ST,,9142511100,"NORTHEAST MEDICAL GROUP, PLLC",True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1053382978_NY_663
1073629622,NY,YORKTOWN HEIGHTS,105983605,3379 CROMPOND RD,,9142451111,WHITE PLAINS PHYSICIAN SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1073629622_NY_959
1013399294,NY,WHITE PLAINS,106014607,41 E POST RD,,9146810600,EAST POST ROAD MEDICAL SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1013399294_NY_190
1043483316,NY,WHITE PLAINS,106014607,41 E POST RD,,9146810600,EAST POST ROAD MEDICAL SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1043483316_NY_569
1053358234,NY,WHITE PLAINS,106014607,41 E POST RD,,9146810600,EAST POST ROAD MEDICAL SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1053358234_NY_645
1033181250,NY,WHITE PLAINS,106014710,170 MAPLE AVE,FL 4,9143288444,WHITE PLAINS PHYSICIAN SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1033181250_NY_380
1003989757,NY,WHITE PLAINS,106042901,210 WESTCHESTER AVE,,9146820700,"WESTCHESTER MEDICAL GROUP, P.C",True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1003989757_NY_135
1043479603,NY,WHITE PLAINS,106042901,210 WESTCHESTER AVE,,9146820700,"WESTCHESTER MEDICAL GROUP, P.C",True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1043479603_NY_568
1053371484,NY,WHITE PLAINS,106042901,210 WESTCHESTER AVE,,9146820700,"WESTCHESTER MEDICAL GROUP, P.C",True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1053371484_NY_648
1073574273,NY,WHITE PLAINS,106042901,210 WESTCHESTER AVE,,9146820700,"WESTCHESTER MEDICAL GROUP, P.C",True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1073574273_NY_941
1003832437,NY,YONKERS,107011107,1088 N BROADWAY,,9149669296,"SJR MEDICAL, PC",True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1003832437_NY_91
1073768404,NY,YONKERS,107011317,944 N BROADWAY,SUITE 208,9149661426,"PUSHPINDER SINGH MEDICAL PRACTICE, PC",True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1073768404_NY_982
1003292574,NY,YONKERS,107014006,127 S BROADWAY,,9143787000,NEWBURGH PHYSICIAN SERVICES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1003292574_NY_55
1033296439,NY,YONKERS,107014008,136 S BROADWAY,,9149650621,SOUTHERN WESTCHESTER NEPHROLOGY PLLC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1033296439_NY_410
1013232545,NY,BRONXVILLE,107083403,55 PALMER AVE,,9147871000,LAWRENCE MEDICAL ASSOCIATES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1013232545_NY_174
1043403553,NY,BRONXVILLE,107083403,55 PALMER AVE,FL 5,9147873200,LAWRENCE MEDICAL ASSOCIATES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1043403553_NY_551
1053358234,NY,BRONXVILLE,107083403,55 PALMER AVE,,9147871000,LAWRENCE MEDICAL ASSOCIATES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1053358234_NY_644
1053423921,NY,BRONXVILLE,107083403,55 PALMER AVE,,9147871000,LAWRENCE MEDICAL ASSOCIATES PC,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1053423921_NY_685
1023077120,NY,NEW ROCHELLE,108015502,16 GUION PL,,9143654065,MONTEFIORE NEW ROCHELLE HOSPITAL,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1023077120_NY_276
1053807198,NY,NEW ROCHELLE,108015502,16 GUION PL,,9143654065,MONTEFIORE NEW ROCHELLE HOSPITAL,True,True,True,pri_spec=INTERNAL MEDICINE + state=NY,2025-11-16 19:24:28.388599,20251116_192428,1053807198_NY_744
